date,pm25,pm10,no2
2020/4/19,55,17,7
2020/4/20,37,18,8
2020/4/21,40,20,9
2020/4/22,45,21,8
2020/4/23,44,20,8
2020/4/24,44,19,2
2020/4/25,41,11,3
2020/4/26,34,20,9
2020/4/27,44,20,8
2020/4/28,47,7,2
2020/4/29,22,5,4
2020/4/30,12,4,1
2020/5/1,10,4,1
2020/5/2,13,7,1
2020/5/3,23,10,7
2020/5/4,28,9,3
2020/5/5,31,7,2
2020/5/6,18,9,3
2020/5/7,24,16,10
2020/5/8,36,14,6
2020/5/9,35,17,5
2020/5/10,50,18,7
2020/5/11,37,6,3
2020/5/12,16,14,5
2020/5/13,36,11,2
2020/5/14,40,17,5
2020/5/15,58,15,5
2020/5/16,53,17,5
2020/5/17,55,17,10
2020/5/18,46,20,8
2020/5/19,48,10,2
2020/5/20,23,8,2
2020/5/21,21,13,8
2020/5/22,27,11,5
2020/5/23,38,6,1
2020/5/24,20,5,2
2020/5/25,14,6,2
2020/5/26,20,10,3
2020/5/27,29,8,4
2020/5/28,25,10,3
2020/5/29,33,8,2
2020/5/30,22,5,1
2020/5/31,17,10,2
2020/6/1,22,10,3
2020/6/2,17,7,5
2020/6/3,20,10,7
2020/6/4,25,5,6
2020/6/5,16,8,4
2020/6/6,20,6,1
2020/6/7,15,6,2
2020/6/8,18,15,3
2020/6/9,47,12,4
2020/6/10,43,9,5
2020/6/11,27,12,5
2020/6/12,30,15,5
2020/6/13,39,7,2
2020/6/14,22,3,3
2020/6/15,10,13,3
2020/6/16,44,20,3
2020/6/17,58,5,2
2020/6/18,11,5,2
2020/6/19,16,4,1
2020/6/20,15,5,1
2020/6/21,17,9,2
2020/6/22,21,10,2
2020/6/23,22,6,2
2020/6/24,16,9,8
2020/6/25,21,11,8
2020/6/26,30,10,4
2020/6/27,33,9,4
2020/6/28,31,5,3
2020/6/29,17,6,6
2020/6/30,15,10,8
2020/1/1,52,23,20
2020/1/2,70,41,15
2020/1/3,109,4,2
2020/1/4,18,6,2
2020/1/5,20,16,16
2020/1/6,50,17,15
2020/1/7,56,21,15
2020/1/8,61,47,14
2020/1/9,123,54,15
2020/1/10,145,5,5
2020/1/11,22,15,17
2020/1/12,50,30,17
2020/1/13,82,26,9
2020/1/14,80,25,10
2020/1/15,79,45,21
2020/1/16,109,28,12
2020/1/17,82,20,13
2020/1/18,64,12,4
2020/1/19,48,13,10
2020/1/20,48,30,23
2020/1/21,81,17,7
2020/1/22,59,19,13
2020/1/23,57,32,14
2020/1/24,90,31,15
2020/1/25,87,24,7
2020/1/26,73,27,14
2020/1/27,76,19,11
2020/1/28,61,4,8
2020/1/29,12,10,13
2020/1/30,28,2,6
2020/1/31,11,6,9
2020/2/1,19,2,1
2020/2/2,7,1,2
2020/2/3,6,3,4
2020/2/4,11,3,2
2020/2/5,12,8,5
2020/2/6,28,13,8
2020/2/7,48,17,12
2020/2/8,57,28,16
2020/2/9,80,15,12
2020/2/10,44,2,4
2020/2/11,9,3,4
2020/2/12,9,10,14
2020/2/13,29,3,4
2020/2/14,12,9,9
2020/2/15,35,13,8
2020/2/16,48,27,20
2020/2/17,66,3,3
2020/2/18,10,6,12
2020/2/19,18,8,8
2020/2/20,25,4,6
2020/2/21,16,11,18
2020/2/22,31,2,1
2020/2/23,11,4,7
2020/2/24,13,7,10
2020/2/25,22,2,4
2020/2/26,10,5,5
2020/2/27,20,4,4
2020/2/28,16,8,12
2020/2/29,27,13,11
2020/3/1,44,4,5
2020/3/2,12,6,3
2020/3/3,23,10,5
2020/3/4,38,10,10
2020/3/5,31,7,15
2020/3/6,29,8,2
2020/3/7,34,12,7
2020/3/8,46,16,15
2020/3/9,48,6,3
2020/3/10,25,2,3
2020/3/11,7,6,9
2020/3/12,18,4,4
2020/3/13,14,8,4
2020/3/14,31,9,4
2020/3/15,34,14,9
2020/3/16,43,30,20
2020/3/17,69,26,17
2020/3/18,65,29,13
2020/3/19,72,34,13
2020/3/20,78,15,2
2020/3/21,53,8,1
2020/3/22,32,14,2
2020/3/23,48,23,4
2020/3/24,69,23,8
2020/3/25,66,29,12
2020/3/26,70,64,11
2020/3/27,95,42,8
2020/3/28,76,33,1
2020/3/29,85,7,1
2020/3/30,22,11,8
2020/3/31,37,19,7
2019/10/1,13,3,7
2019/10/2,13,5,3
2019/10/3,21,5,8
2019/10/4,15,2,3
2019/10/5,9,10,3
2019/10/6,40,15,9
2019/10/7,54,10,10
2019/10/8,33,15,12
2019/10/9,45,2,5
2019/10/10,8,6,15
2019/10/11,19,14,10
2019/10/12,50,22,8
2019/10/13,66,24,14
2019/10/14,70,20,8
2019/10/15,58,7,9
2019/10/16,30,20,14
2019/10/17,52,21,13
2019/10/18,63,21,8
2019/10/19,68,17,7
2019/10/20,59,21,14
2019/10/21,57,27,14
2019/10/22,72,32,17
2019/10/23,79,30,16
2019/10/24,69,18,10
2019/10/25,54,27,15
2019/10/26,74,17,9
2019/10/27,51,9,6
2019/10/28,33,15,6
2019/10/29,52,20,10
2019/10/30,66,29,14
2019/10/31,80,18,4
2019/11/1,60,27,7
2019/11/2,78,16,5
2019/11/3,45,6,10
2019/11/4,16,7,9
2019/11/5,25,8,13
2019/11/6,22,11,16
2019/11/7,31,16,10
2019/11/8,55,7,5
2019/11/9,28,11,6
2019/11/10,45,15,10
2019/11/11,52,10,7
2019/11/12,39,3,5
2019/11/13,15,7,11
2019/11/14,26,16,7
2019/11/15,55,9,6
2019/11/16,33,21,6
2019/11/17,64,12,10
2019/11/18,43,11,11
2019/11/19,36,26,15
2019/11/20,73,12,10
2019/11/21,45,13,5
2019/11/22,52,13,4
2019/11/23,53,18,4
2019/11/24,63,19,10
2019/11/25,64,11,11
2019/11/26,48,,12
2019/11/29,13,7,6
2019/11/30,27,12,7
2019/12/1,45,16,6
2019/12/2,57,18,10
2019/12/3,59,24,12
2019/12/4,69,28,10
2019/12/5,80,30,11
2019/12/6,87,17,12
2019/12/7,58,19,12
2019/12/8,55,24,17
2019/12/9,71,7,4
2019/12/10,25,19,21
2019/12/11,53,29,25
2019/12/12,68,23,18
2019/12/13,70,12,13
2019/12/14,37,18,20
2019/12/15,53,24,16
2019/12/16,74,20,14
2019/12/17,65,26,21
2019/12/18,70,24,17
2019/12/19,67,20,8
2019/12/20,58,7,13
2019/12/21,21,6,7
2019/12/22,25,3,3
2019/12/23,13,5,7
2019/12/24,19,3,2
2019/12/25,13,4,5
2019/12/26,20,7,4
2019/12/27,28,4,2
2019/12/28,15,7,2
2019/12/29,30,,
2019/7/1,41,11,4
2019/7/2,34,12,4
2019/7/3,24,13,8
2019/7/4,26,12,8
2019/7/5,25,9,6
2019/7/6,20,6,2
2019/7/7,21,8,3
2019/7/8,26,8,4
2019/7/9,20,7,3
2019/7/10,17,8,6
2019/7/11,17,5,4
2019/7/12,18,4,3
2019/7/13,15,7,2
2019/7/14,28,8,3
2019/7/15,26,9,4
2019/7/16,33,12,4
2019/7/17,36,8,7
2019/7/18,24,11,10
2019/7/19,33,10,7
2019/7/20,35,7,4
2019/7/21,26,15,4
2019/7/22,26,13,4
2019/7/23,27,12,8
2019/7/24,32,14,12
2019/7/25,31,16,9
2019/7/26,38,11,7
2019/7/27,39,10,4
2019/7/28,37,10,4
2019/7/29,38,8,3
2019/7/30,33,9,3
2019/7/31,34,6,3
2019/8/1,22,8,4
2019/8/2,26,5,2
2019/8/3,21,6,2
2019/8/4,23,7,8
2019/8/5,25,7,7
2019/8/6,25,9,7
2019/8/7,28,3,3
2019/8/8,10,8,8
2019/8/9,21,7,4
2019/8/10,26,4,2
2019/8/11,15,6,3
2019/8/12,20,4,3
2019/8/13,16,5,3
2019/8/14,18,5,3
2019/8/15,17,3,3
2019/8/16,12,5,5
2019/8/17,19,5,6
2019/8/18,20,5,3
2019/8/19,17,8,6
2019/8/20,19,4,2
2019/8/21,13,10,4
2019/8/22,37,12,7
2019/8/23,40,15,7
2019/8/24,49,10,6
2019/8/25,40,15,10
2019/8/26,51,20,9
2019/8/27,61,22,12
2019/8/28,63,18,8
2019/8/29,56,8,4
2019/8/30,30,15,7
2019/8/31,50,15,7
2019/9/1,51,6,3
2019/9/2,24,6,4
2019/9/3,22,10,10
2019/9/4,21,10,9
2019/9/5,26,8,5
2019/9/6,24,8,4
2019/9/7,30,7,4
2019/9/8,29,3,3
2019/9/9,11,5,9
2019/9/10,16,8,11
2019/9/11,24,8,5
2019/9/12,25,5,5
2019/9/13,15,5,4
2019/9/14,20,8,8
2019/9/15,28,9,9
2019/9/16,32,7,5
2019/9/17,24,5,4
2019/9/18,13,6,4
2019/9/19,15,6,6
2019/9/20,19,8,7
2019/9/21,20,10,4
2019/9/22,26,9,7
2019/9/23,33,10,6
2019/9/24,38,8,11
2019/9/25,27,3,5
2019/9/26,12,4,11
2019/9/27,15,3,6
2019/9/28,13,5,8
2019/9/29,17,6,5
2019/9/30,14,3,3
2019/4/1,65,29,12
2019/4/2,59,37,10
2019/4/3,73,22,9
2019/4/4,59,33,16
2019/4/5,74,6,6
2019/4/6,24,16,8
2019/4/7,54,33,10
2019/4/8,86,31,5
2019/4/9,79,41,7
2019/4/10,102,28,5
2019/4/11,76,24,4
2019/4/12,69,24,4
2019/4/13,72,24,4
2019/4/14,75,25,7
2019/4/15,71,31,17
2019/4/16,70,21,8
2019/4/17,60,20,13
2019/4/18,51,18,12
2019/4/19,49,20,10
2019/4/20,50,17,8
2019/4/21,43,15,6
2019/4/22,39,26,7
2019/4/23,66,26,5
2019/4/24,60,23,13
2019/4/25,46,32,11
2019/4/26,50,5,3
2019/4/27,20,5,2
2019/4/28,17,9,5
2019/4/29,36,9,5
2019/4/30,32,19,3
2019/5/1,60,17,7
2019/5/2,49,8,5
2019/5/3,30,15,6
2019/5/4,51,7,2
2019/5/5,31,8,3
2019/5/6,29,12,6
2019/5/7,40,17,9
2019/5/8,46,6,8
2019/5/9,23,3,4
2019/5/10,9,6,7
2019/5/11,18,3,2
2019/5/12,12,8,3
2019/5/13,23,8,4
2019/5/14,25,5,4
2019/5/15,21,6,6
2019/5/16,20,14,8
2019/5/17,43,19,5
2019/5/18,61,19,8
2019/5/19,61,10,10
2019/5/20,29,8,8
2019/5/21,26,7,4
2019/5/22,28,8,3
2019/5/23,25,10,4
2019/5/24,29,13,8
2019/5/25,41,10,3
2019/5/26,36,20,11
2019/5/27,51,8,9
2019/5/28,28,7,4
2019/5/29,27,9,5
2019/5/30,28,8,4
2019/5/31,26,9,3
2019/6/1,31,9,4
2019/6/2,32,14,11
2019/6/3,33,16,10
2019/6/4,37,20,9
2019/6/5,46,17,7
2019/6/6,51,12,6
2019/6/7,35,11,3
2019/6/8,30,9,4
2019/6/9,24,17,4
2019/6/10,40,24,7
2019/6/11,51,23,8
2019/6/12,48,23,8
2019/6/13,49,22,6
2019/6/14,51,22,7
2019/6/15,50,10,2
2019/6/16,30,11,3
2019/6/17,32,16,9
2019/6/18,36,20,10
2019/6/19,49,13,4
2019/6/20,41,5,3
2019/6/21,16,10,4
2019/6/22,35,12,3
2019/6/23,43,12,4
2019/6/24,33,18,7
2019/6/25,45,18,11
2019/6/26,46,20,6
2019/6/27,46,11,3
2019/6/28,25,11,6
2019/6/29,27,13,7
2019/6/30,32,19,10
2019/1/3,12,2,3
2019/1/4,25,5,5
2019/1/5,7,1,5
2019/1/6,14,3,3
2019/1/7,58,19,20
2019/1/8,16,4,7
2019/1/9,7,1,5
2019/1/10,39,8,7
2019/1/11,21,5,4
2019/1/12,19,4,5
2019/1/13,5,1,3
2019/1/14,5,1,3
2019/1/15,14,4,4
2019/1/16,28,9,12
2019/1/17,53,26,23
2019/1/18,20,5,6
2019/1/19,63,22,17
2019/1/20,78,27,9
2019/1/21,112,45,23
2019/1/22,144,58,25
2019/1/23,127,48,23
2019/1/24,111,41,10
2019/1/25,90,31,9
2019/1/26,27,6,5
2019/1/27,86,31,18
2019/1/28,45,15,9
2019/1/29,33,9,10
2019/1/30,68,24,18
2019/1/31,88,32,18
2019/2/1,78,27,13
2019/2/2,35,11,8
2019/2/3,39,12,8
2019/2/4,43,12,8
2019/2/5,50,17,15
2019/2/6,66,22,14
2019/2/7,85,36,22
2019/2/8,59,23,17
2019/2/9,102,40,18
2019/2/10,107,41,12
2019/2/11,15,4,4
2019/2/12,18,5,4
2019/2/13,41,11,6
2019/2/14,30,9,7
2019/2/15,57,22,17
2019/2/16,61,25,29
2019/2/17,88,37,21
2019/2/18,132,56,27
2019/2/19,90,36,16
2019/2/20,69,23,8
2019/2/21,79,30,12
2019/2/22,48,13,5
2019/2/23,36,10,7
2019/2/24,43,14,9
2019/2/25,23,9,5
2019/2/26,40,13,7
2019/2/27,52,24,15
2019/2/28,45,17,6
2019/3/1,36,11,4
2019/3/2,63,19,12
2019/3/3,33,10,8
2019/3/4,31,12,13
2019/3/5,10,3,4
2019/3/6,33,11,10
2019/3/7,34,14,14
2019/3/8,9,4,9
2019/3/9,14,4,7
2019/3/10,17,5,5
2019/3/11,13,4,3
2019/3/12,28,8,9
2019/3/13,23,8,12
2019/3/14,14,4,5
2019/3/15,11,3,4
2019/3/16,26,8,8
2019/3/17,48,15,10
2019/3/18,13,4,4
2019/3/19,39,11,6
2019/3/20,47,17,12
2019/3/21,60,26,24
2019/3/22,67,31,26
2019/3/23,77,30,18
2019/3/24,94,36,10
2019/3/25,63,21,5
2019/3/26,40,10,4
2019/3/27,49,13,5
2019/3/28,53,15,6
2019/3/29,61,20,12
2019/3/30,67,26,18
2019/3/31,59,19,10
2020/10/17,,10,7
2019/12/31,,16,9
2019/11/28,,3,5
2019/1/1,,5,4
2019/1/2,,1,2
2018/10/1,,18,7
2018/10/2,,7,5
2018/10/3,,7,13
2018/10/4,,14,11
2018/10/5,,19,6
2018/10/6,,20,6
2018/10/7,,12,6
2018/10/8,,20,18
2018/10/9,,35,15
2018/10/10,,40,16
2018/10/11,,41,16
2018/10/12,,37,
2018/10/15,,39,17
2018/10/16,,45,20
2018/10/17,,55,18
2018/10/18,,52,8
2018/10/19,,52,4
2018/10/20,,47,3
2018/10/21,,9,9
2018/10/22,,16,5
2018/10/23,,15,4
2018/10/24,,5,4
2018/10/25,,3,8
2018/10/26,,11,8
2018/10/27,,14,7
2018/10/28,,15,8
2018/10/29,,14,5
2018/10/30,,10,10
2018/10/31,,6,4
2018/11/1,,19,17
2018/11/2,,18,7
2018/11/3,,15,9
2018/11/4,,39,9
2018/11/5,,35,9
2018/11/6,,36,13
2018/11/7,,42,12
2018/11/8,,32,12
2018/11/9,,36,6
2018/11/10,,30,10
2018/11/11,,27,15
2018/11/12,,34,9
2018/11/13,,11,14
2018/11/14,,14,20
2018/11/15,,23,20
2018/11/16,,26,14
2018/11/17,,24,9
2018/11/18,,32,17
2018/11/19,,42,13
2018/11/20,,15,14
2018/11/21,,20,13
2018/11/22,,28,8
2018/11/23,,23,8
2018/11/24,,19,9
2018/11/25,,19,10
2018/11/26,,15,7
2018/11/27,,15,10
2018/11/28,,19,13
2018/11/29,,28,7
2018/11/30,,17,15
2018/12/1,,33,11
2018/12/2,,52,16
2018/12/3,,46,6
2018/12/4,,4,19
2018/12/5,,19,17
2018/12/6,,17,18
2018/12/7,,36,5
2018/12/8,,7,5
2018/12/9,,1,5
2018/12/10,,4,5
2018/12/11,,3,11
2018/12/12,,6,14
2018/12/13,,23,13
2018/12/14,,22,7
2018/12/15,,17,9
2018/12/16,,20,21
2018/12/17,,30,20
2018/12/18,,20,12
2018/12/19,,30,14
2018/12/20,,38,17
2018/12/21,,40,7
2018/12/22,,12,4
2018/12/23,,3,4
2018/12/24,,3,3
2018/12/25,,4,3
2018/12/26,,6,8
2018/12/27,,7,9
2018/12/28,,7,12
2018/12/29,,14,4
2018/12/30,,4,
2018/7/1,,5,8
2018/7/2,,12,9
2018/7/3,,13,11
2018/7/4,,16,7
2018/7/5,,20,3
2018/7/6,,7,2
2018/7/7,,9,3
2018/7/8,,9,3
2018/7/9,,11,7
2018/7/10,,12,4
2018/7/11,,8,6
2018/7/12,,10,5
2018/7/13,,8,3
2018/7/14,,7,2
2018/7/15,,8,6
2018/7/16,,12,4
2018/7/17,,11,4
2018/7/18,,12,4
2018/7/19,,12,5
2018/7/20,,12,7
2018/7/21,,17,3
2018/7/22,,10,3
2018/7/23,,15,4
2018/7/24,,13,3
2018/7/25,,11,3
2018/7/26,,8,4
2018/7/27,,10,4
2018/7/28,,10,3
2018/7/29,,11,4
2018/7/30,,11,4
2018/7/31,,17,5
2018/8/1,,19,6
2018/8/2,,14,5
2018/8/3,,16,8
2018/8/4,,16,4
2018/8/5,,16,4
2018/8/6,,11,11
2018/8/7,,24,11
2018/8/8,,16,9
2018/8/9,,22,3
2018/8/10,,8,3
2018/8/11,,3,5
2018/8/12,,5,9
2018/8/13,,14,4
2018/8/14,,5,3
2018/8/15,,5,5
2018/8/16,,9,9
2018/8/17,,14,
2018/8/20,,10,5
2018/8/21,,11,9
2018/8/22,,21,13
2018/8/23,,24,8
2018/8/24,,10,3
2018/8/25,,8,2
2018/8/26,,3,5
